id,date,store_nbr,item_nbr,unit_sales,onpromotion
729,2013-01-02,1,257848,19.0,
730,2013-01-02,1,258268,3.0,
731,2013-01-02,1,258376,6.0,
732,2013-01-02,1,258395,2.0,
733,2013-01-02,1,258396,9.0,
734,2013-01-02,1,258411,4.0,
735,2013-01-02,1,260669,6.0,
736,2013-01-02,1,260893,9.0,
737,2013-01-02,1,261052,23.0,
738,2013-01-02,1,261053,6.0,
739,2013-01-02,1,261700,3.0,
740,2013-01-02,1,262358,2.0,
741,2013-01-02,1,262991,5.0,
742,2013-01-02,1,264299,1.0,
743,2013-01-02,1,264300,1.0,
744,2013-01-02,1,264452,4.0,
745,2013-01-02,1,264576,7.0,
746,2013-01-02,1,264751,1.0,
747,2013-01-02,1,264752,4.0,
748,2013-01-02,1,264753,9.0,
749,2013-01-02,1,265237,3.0,
750,2013-01-02,1,265254,24.0,
751,2013-01-02,1,265258,1.0,
752,2013-01-02,1,265279,5.0,
753,2013-01-02,1,265382,4.0,
754,2013-01-02,1,265559,36.0,
755,2013-01-02,1,265672,1.0,
756,2013-01-02,1,265700,4.0,
757,2013-01-02,1,268440,3.0,
758,2013-01-02,1,268443,24.0,
759,2013-01-02,1,268623,5.0,
760,2013-01-02,1,268662,4.0,
761,2013-01-02,1,268664,4.0,
762,2013-01-02,1,268676,2.0,
763,2013-01-02,1,269029,9.0,
764,2013-01-02,1,269084,9.0,
765,2013-01-02,1,270522,1.0,
766,2013-01-02,1,271478,2.0,
767,2013-01-02,1,271479,12.0,
768,2013-01-02,1,273528,25.0,
769,2013-01-02,1,273859,2.0,
770,2013-01-02,1,275823,4.0,
771,2013-01-02,1,279157,4.0,
772,2013-01-02,1,279494,2.0,
773,2013-01-02,1,302952,4.0,
774,2013-01-02,1,302997,1.0,
775,2013-01-02,1,302998,8.0,
776,2013-01-02,1,305079,15.0,
777,2013-01-02,1,305080,32.0,
778,2013-01-02,1,305227,3.0,
779,2013-01-02,1,305229,55.0,
780,2013-01-02,1,305341,28.0,
781,2013-01-02,1,305344,12.0,
782,2013-01-02,1,308726,2.0,
783,2013-01-02,1,308766,1.0,
784,2013-01-02,1,308924,2.0,
785,2013-01-02,1,310644,52.0,
786,2013-01-02,1,310647,1.0,
787,2013-01-02,1,310671,8.0,
788,2013-01-02,1,311954,9.0,
789,2013-01-02,1,311994,34.652,
790,2013-01-02,1,312113,2.0,
791,2013-01-02,1,312324,5.0,
792,2013-01-02,1,312596,1.0,
793,2013-01-02,1,314384,41.0,
794,2013-01-02,1,314570,3.0,
795,2013-01-02,1,314881,7.0,
796,2013-01-02,1,315176,29.0,
797,2013-01-02,1,315178,7.0,
798,2013-01-02,1,315179,34.0,
